cod_prod;brand;line_model;width;aspect;rim;size_norm;original_label;query_strict;keywords;size_regex;ean_gtin
47046;Goodyear;Kelly Edge Suv 2;265;70;16;265 70 r16;;pneu 265 70 r16 Goodyear Kelly Edge Suv 2;['265/70R16', '265 70 R16', 'Goodyear', 'Kelly Edge Suv 2'];\b265[/\s-]?70\s*R?\s*16\b;47046
43353;Goodyear;Kelly Edge Touring 2;165;70;13;165 70 r13;;pneu 165 70 r13 Goodyear Kelly Edge Touring 2;['165/70R13', '165 70 R13', 'Goodyear', 'Kelly Edge Touring 2'];\b165[/\s-]?70\s*R?\s*13\b;43353
44043;Goodyear;Kelly Edge Touring 2;175;65;14;175 65 r14;;pneu 175 65 r14 Goodyear Kelly Edge Touring 2;['175/65R14', '175 65 R14', 'Goodyear', 'Kelly Edge Touring 2'];\b175[/\s-]?65\s*R?\s*14\b;44043
43354;Goodyear;Kelly Edge Touring 2;175;70;13;175 70 r13;;pneu 175 70 r13 Goodyear Kelly Edge Touring 2;['175/70R13', '175 70 R13', 'Goodyear', 'Kelly Edge Touring 2'];\b175[/\s-]?70\s*R?\s*13\b;43354
42990;Goodyear;Kelly Edge Touring 2;175;70;14;175 70 r14;;pneu 175 70 r14 Goodyear Kelly Edge Touring 2;['175/70R14', '175 70 R14', 'Goodyear', 'Kelly Edge Touring 2'];\b175[/\s-]?70\s*R?\s*14\b;42990
43455;Goodyear;Kelly Edge Touring 2;185;65;14;185 65 r14;;pneu 185 65 r14 Goodyear Kelly Edge Touring 2;['185/65R14', '185 65 R14', 'Goodyear', 'Kelly Edge Touring 2'];\b185[/\s-]?65\s*R?\s*14\b;43455
46224;Goodyear;Kelly Edge Touring 2;185;70;14;185 70 r14;;pneu 185 70 r14 Goodyear Kelly Edge Touring 2;['185/70R14', '185 70 R14', 'Goodyear', 'Kelly Edge Touring 2'];\b185[/\s-]?70\s*R?\s*14\b;46224
27232;Goodyear;Marathon 2;225;70;15;225 70 r15;;pneu 225 70 r15 Goodyear Marathon 2;['225/70R15', '225 70 R15', 'Goodyear', 'Marathon 2'];\b225[/\s-]?70\s*R?\s*15\b;27232
3264;Goodyear;Steel Ags;215;75;17;215 75 r17;;pneu 215 75 r17 Goodyear Steel Ags;['215/75R17', '215 75 R17', 'Goodyear', 'Steel Ags'];\b215[/\s-]?75\s*R?\s*17\b;3264
7195;Goodyear;Steel Ags;295;80;22;295 80 r22;;pneu 295 80 r22 Goodyear Steel Ags;['295/80R22', '295 80 R22', 'Goodyear', 'Steel Ags'];\b295[/\s-]?80\s*R?\s*22\b;7195
5196;Goodyear;Wrangler Fortitude H/T;205;65;15;205 65 r15;;pneu 205 65 r15 Goodyear Wrangler Fortitude H/T;['205/65R15', '205 65 R15', 'Goodyear', 'Wrangler Fortitude H/T'];\b205[/\s-]?65\s*R?\s*15\b;5196
35667;Goodyear;Wrangler Fortitude Ht;205;70;15;205 70 r15;;pneu 205 70 r15 Goodyear Wrangler Fortitude Ht;['205/70R15', '205 70 R15', 'Goodyear', 'Wrangler Fortitude Ht'];\b205[/\s-]?70\s*R?\s*15\b;35667
19888;Goodyear;Wrangler Fortitude Ht;215;65;16;215 65 r16;;pneu 215 65 r16 Goodyear Wrangler Fortitude Ht;['215/65R16', '215 65 R16', 'Goodyear', 'Wrangler Fortitude Ht'];\b215[/\s-]?65\s*R?\s*16\b;19888
45831;Goodyear;Wrangler Fortitude Ht;225;60;18;225 60 r18;;pneu 225 60 r18 Goodyear Wrangler Fortitude Ht;['225/60R18', '225 60 R18', 'Goodyear', 'Wrangler Fortitude Ht'];\b225[/\s-]?60\s*R?\s*18\b;45831
46529;Goodyear;Wrangler Fortitude Ht;225;65;17;225 65 r17;;pneu 225 65 r17 Goodyear Wrangler Fortitude Ht;['225/65R17', '225 65 R17', 'Goodyear', 'Wrangler Fortitude Ht'];\b225[/\s-]?65\s*R?\s*17\b;46529
34236;Goodyear;Wrangler Fortitude Ht;235;60;16;235 60 r16;;pneu 235 60 r16 Goodyear Wrangler Fortitude Ht;['235/60R16', '235 60 R16', 'Goodyear', 'Wrangler Fortitude Ht'];\b235[/\s-]?60\s*R?\s*16\b;34236
35898;Goodyear;Wrangler Fortitude Ht;235;60;18;235 60 r18;;pneu 235 60 r18 Goodyear Wrangler Fortitude Ht;['235/60R18', '235 60 R18', 'Goodyear', 'Wrangler Fortitude Ht'];\b235[/\s-]?60\s*R?\s*18\b;35898
48377;Goodyear;Wrangler Fortitude Ht;235;70;16;235 70 r16;;pneu 235 70 r16 Goodyear Wrangler Fortitude Ht;['235/70R16', '235 70 R16', 'Goodyear', 'Wrangler Fortitude Ht'];\b235[/\s-]?70\s*R?\s*16\b;48377
46534;Goodyear;Wrangler Rt/S;265;75;16;265 75 r16;;pneu 265 75 r16 Goodyear Wrangler Rt/S;['265/75R16', '265 75 R16', 'Goodyear', 'Wrangler Rt/S'];\b265[/\s-]?75\s*R?\s*16\b;46534
37925;Goodyear;Wrangler Territory;205;55;17;205 55 r17;;pneu 205 55 r17 Goodyear Wrangler Territory;['205/55R17', '205 55 R17', 'Goodyear', 'Wrangler Territory'];\b205[/\s-]?55\s*R?\s*17\b;37925
45839;Goodyear;Wrangler Territory;225;50;18;225 50 r18;;pneu 225 50 r18 Goodyear Wrangler Territory;['225/50R18', '225 50 R18', 'Goodyear', 'Wrangler Territory'];\b225[/\s-]?50\s*R?\s*18\b;45839
37407;Goodyear;Wrangler Territory Ht;205;60;16;205 60 r16;;pneu 205 60 r16 Goodyear Wrangler Territory Ht;['205/60R16', '205 60 R16', 'Goodyear', 'Wrangler Territory Ht'];\b205[/\s-]?60\s*R?\s*16\b;37407
41465;Goodyear;Wrangler Territory Ht;215;55;18;215 55 r18;;pneu 215 55 r18 Goodyear Wrangler Territory Ht;['215/55R18', '215 55 R18', 'Goodyear', 'Wrangler Territory Ht'];\b215[/\s-]?55\s*R?\s*18\b;41465
41486;Goodyear;Wrangler Workhorse At;215;80;16;215 80 r16;;pneu 215 80 r16 Goodyear Wrangler Workhorse At;['215/80R16', '215 80 R16', 'Goodyear', 'Wrangler Workhorse At'];\b215[/\s-]?80\s*R?\s*16\b;41486
40283;Goodyear;Wrangler Workhorse At;235;70;16;235 70 r16;;pneu 235 70 r16 Goodyear Wrangler Workhorse At;['235/70R16', '235 70 R16', 'Goodyear', 'Wrangler Workhorse At'];\b235[/\s-]?70\s*R?\s*16\b;40283
40634;Goodyear;Wrangler Workhorse At;245;70;16;245 70 r16;;pneu 245 70 r16 Goodyear Wrangler Workhorse At;['245/70R16', '245 70 R16', 'Goodyear', 'Wrangler Workhorse At'];\b245[/\s-]?70\s*R?\s*16\b;40634
37210;Gt Radial;Savero Ht2;235;70;16;235 70 r16;;pneu 235 70 r16 Gt Radial Savero Ht2;['235/70R16', '235 70 R16', 'Gt Radial', 'Savero Ht2'];\b235[/\s-]?70\s*R?\s*16\b;37210
44925;Habilead;Rs21;265;65;17;265 65 r17;;pneu 265 65 r17 Habilead Rs21;['265/65R17', '265 65 R17', 'Habilead', 'Rs21'];\b265[/\s-]?65\s*R?\s*17\b;44925
39860;Hankook;Dynapro At2;255;65;17;255 65 r17;;pneu 255 65 r17 Hankook Dynapro At2;['255/65R17', '255 65 R17', 'Hankook', 'Dynapro At2'];\b255[/\s-]?65\s*R?\s*17\b;39860
40757;Hankook;Dynapro Mt2;265;65;17;265 65 r17;;pneu 265 65 r17 Hankook Dynapro Mt2;['265/65R17', '265 65 R17', 'Hankook', 'Dynapro Mt2'];\b265[/\s-]?65\s*R?\s*17\b;40757
40866;Hankook;Kinergy Gt;245;45;19;245 45 r19;;pneu 245 45 r19 Hankook Kinergy Gt;['245/45R19', '245 45 R19', 'Hankook', 'Kinergy Gt'];\b245[/\s-]?45\s*R?\s*19\b;40866
39571;Hankook;Ventus V12 Evo2;205;50;17;205 50 r17;;pneu 205 50 r17 Hankook Ventus V12 Evo2;['205/50R17', '205 50 R17', 'Hankook', 'Ventus V12 Evo2'];\b205[/\s-]?50\s*R?\s*17\b;112517001
48493;Hifly;Hf261;175;65;14;175 65 r14;;pneu 175 65 r14 Hifly Hf261;['175/65R14', '175 65 R14', 'Hifly', 'Hf261'];\b175[/\s-]?65\s*R?\s*14\b;48493
48629;Hifly;Hf261;175;70;13;175 70 r13;;pneu 175 70 r13 Hifly Hf261;['175/70R13', '175 70 R13', 'Hifly', 'Hf261'];\b175[/\s-]?70\s*R?\s*13\b;48629
43076;Hifly;Hf261;185;60;14;185 60 r14;;pneu 185 60 r14 Hifly Hf261;['185/60R14', '185 60 R14', 'Hifly', 'Hf261'];\b185[/\s-]?60\s*R?\s*14\b;43076
48095;Hifly;Hf261;185;70;14;185 70 r14;;pneu 185 70 r14 Hifly Hf261;['185/70R14', '185 70 R14', 'Hifly', 'Hf261'];\b185[/\s-]?70\s*R?\s*14\b;48095
46720;Hifly;Hf261;195;65;15;195 65 r15;;pneu 195 65 r15 Hifly Hf261;['195/65R15', '195 65 R15', 'Hifly', 'Hf261'];\b195[/\s-]?65\s*R?\s*15\b;46720
44183;Hifly;Hf261;215;65;16;215 65 r16;;pneu 215 65 r16 Hifly Hf261;['215/65R16', '215 65 R16', 'Hifly', 'Hf261'];\b215[/\s-]?65\s*R?\s*16\b;44183
20751;Hifly;Hh102;215;75;17;215 75 r17;;pneu 215 75 r17 Hifly Hh102;['215/75R17', '215 75 R17', 'Hifly', 'Hh102'];\b215[/\s-]?75\s*R?\s*17\b;20751
46241;Hifly;Super 2000;205;75;16;205 75 r16;;pneu 205 75 r16 Hifly Super 2000;['205/75R16', '205 75 R16', 'Hifly', 'Super 2000'];\b205[/\s-]?75\s*R?\s*16\b;46241
48094;Hifly;Vigorous At601;245;70;16;245 70 r16;;pneu 245 70 r16 Hifly Vigorous At601;['245/70R16', '245 70 R16', 'Hifly', 'Vigorous At601'];\b245[/\s-]?70\s*R?\s*16\b;48094
46496;Hifly;Vigorous At601;265;75;16;265 75 r16;;pneu 265 75 r16 Hifly Vigorous At601;['265/75R16', '265 75 R16', 'Hifly', 'Vigorous At601'];\b265[/\s-]?75\s*R?\s*16\b;46496
17319;Hifly;Vigorous Ht601;235;75;15;235 75 r15;;pneu 235 75 r15 Hifly Vigorous Ht601;['235/75R15', '235 75 R15', 'Hifly', 'Vigorous Ht601'];\b235[/\s-]?75\s*R?\s*15\b;17319
47542;Hifly;Vigorous Ht601;255;75;15;255 75 r15;;pneu 255 75 r15 Hifly Vigorous Ht601;['255/75R15', '255 75 R15', 'Hifly', 'Vigorous Ht601'];\b255[/\s-]?75\s*R?\s*15\b;47542
19500;Horizon;Hu901;225;35;20;225 35 r20;;pneu 225 35 r20 Horizon Hu901;['225/35R20', '225 35 R20', 'Horizon', 'Hu901'];\b225[/\s-]?35\s*R?\s*20\b;19500
45208;Invovic;El601;215;40;18;215 40 r18;;pneu 215 40 r18 Invovic El601;['215/40R18', '215 40 R18', 'Invovic', 'El601'];\b215[/\s-]?40\s*R?\s*18\b;45208
47643;Itaro;Itr01T;215;75;17;215 75 r17;;pneu 215 75 r17 Itaro Itr01T;['215/75R17', '215 75 R17', 'Itaro', 'Itr01T'];\b215[/\s-]?75\s*R?\s*17\b;47643
48579;Itaro;Street Mh01;175;70;13;175 70 r13;;pneu 175 70 r13 Itaro Street Mh01;['175/70R13', '175 70 R13', 'Itaro', 'Street Mh01'];\b175[/\s-]?70\s*R?\s*13\b;48579
37851;Jk Tyre;Ultima Royal;185;70;13;185 70 r13;;pneu 185 70 r13 Jk Tyre Ultima Royal;['185/70R13', '185 70 R13', 'Jk Tyre', 'Ultima Royal'];\b185[/\s-]?70\s*R?\s*13\b;37851
7639;Jk Tyre;Vectra;175;70;14;175 70 r14;;pneu 175 70 r14 Jk Tyre Vectra;['175/70R14', '175 70 R14', 'Jk Tyre', 'Vectra'];\b175[/\s-]?70\s*R?\s*14\b;3082
8101;Jktyre;Vectra;175;65;14;175 65 r14;;pneu 175 65 r14 Jktyre Vectra;['175/65R14', '175 65 R14', 'Jktyre', 'Vectra'];\b175[/\s-]?65\s*R?\s*14\b;8101
43699;Kpatos;Fm601;185;55;16;185 55 r16;;pneu 185 55 r16 Kpatos Fm601;['185/55R16', '185 55 R16', 'Kpatos', 'Fm601'];\b185[/\s-]?55\s*R?\s*16\b;43699
45115;Kpatos;Fm601;205;55;16;205 55 r16;;pneu 205 55 r16 Kpatos Fm601;['205/55R16', '205 55 R16', 'Kpatos', 'Fm601'];\b205[/\s-]?55\s*R?\s*16\b;45115
46482;Kpatos;Fm601;235;50;18;235 50 r18;;pneu 235 50 r18 Kpatos Fm601;['235/50R18', '235 50 R18', 'Kpatos', 'Fm601'];\b235[/\s-]?50\s*R?\s*18\b;46482
37632;Kumho;Es31;205;55;17;205 55 r17;;pneu 205 55 r17 Kumho Es31;['205/55R17', '205 55 R17', 'Kumho', 'Es31'];\b205[/\s-]?55\s*R?\s*17\b;37632
26256;Kumho;Kl33;225;55;19;225 55 r19;;pneu 225 55 r19 Kumho Kl33;['225/55R19', '225 55 R19', 'Kumho', 'Kl33'];\b225[/\s-]?55\s*R?\s*19\b;26256
39887;Kumho Tire;New Sense;185;70;14;185 70 r14;;pneu 185 70 r14 Kumho Tire New Sense;['185/70R14', '185 70 R14', 'Kumho Tire', 'New Sense'];\b185[/\s-]?70\s*R?\s*14\b;39887
46717;Landspider;Citytraxx;175;65;14;175 65 r14;;pneu 175 65 r14 Landspider Citytraxx;['175/65R14', '175 65 R14', 'Landspider', 'Citytraxx'];\b175[/\s-]?65\s*R?\s*14\b;46717
48321;Lanvigator;Catchpower Plus;215;55;17;215 55 r17;;pneu 215 55 r17 Lanvigator Catchpower Plus;['215/55R17', '215 55 R17', 'Lanvigator', 'Catchpower Plus'];\b215[/\s-]?55\s*R?\s*17\b;48321
48322;Lanvigator;Catchpower Plus;225;55;18;225 55 r18;;pneu 225 55 r18 Lanvigator Catchpower Plus;['225/55R18', '225 55 R18', 'Lanvigator', 'Catchpower Plus'];\b225[/\s-]?55\s*R?\s*18\b;48322
48318;Lanvigator;Catchpower Plus;235;45;19;235 45 r19;;pneu 235 45 r19 Lanvigator Catchpower Plus;['235/45R19', '235 45 R19', 'Lanvigator', 'Catchpower Plus'];\b235[/\s-]?45\s*R?\s*19\b;48318
41459;Lanvigator;Catchpower Plus;235;50;18;235 50 r18;;pneu 235 50 r18 Lanvigator Catchpower Plus;['235/50R18', '235 50 R18', 'Lanvigator', 'Catchpower Plus'];\b235[/\s-]?50\s*R?\s*18\b;41459
48323;Lanvigator;Catchpower Plus;235;55;18;235 55 r18;;pneu 235 55 r18 Lanvigator Catchpower Plus;['235/55R18', '235 55 R18', 'Lanvigator', 'Catchpower Plus'];\b235[/\s-]?55\s*R?\s*18\b;48323
48622;Lanvigator;Catchpower Plus Xl;225;45;17;225 45 r17;;pneu 225 45 r17 Lanvigator Catchpower Plus Xl;['225/45R17', '225 45 R17', 'Lanvigator', 'Catchpower Plus Xl'];\b225[/\s-]?45\s*R?\s*17\b;48622
45389;Lanvigator;Comfort 2;185;65;15;185 65 r15;;pneu 185 65 r15 Lanvigator Comfort 2;['185/65R15', '185 65 R15', 'Lanvigator', 'Comfort 2'];\b185[/\s-]?65\s*R?\s*15\b;45389
48089;Lanvigator;Comfort Ii Xl;185;55;16;185 55 r16;;pneu 185 55 r16 Lanvigator Comfort Ii Xl;['185/55R16', '185 55 R16', 'Lanvigator', 'Comfort Ii Xl'];\b185[/\s-]?55\s*R?\s*16\b;48089
48319;Lanvigator;Confort Ii;195;60;16;195 60 r16;;pneu 195 60 r16 Lanvigator Confort Ii;['195/60R16', '195 60 R16', 'Lanvigator', 'Confort Ii'];\b195[/\s-]?60\s*R?\s*16\b;48319
46091;Lanvigator;Performax Ht;215;60;17;215 60 r17;;pneu 215 60 r17 Lanvigator Performax Ht;['215/60R17', '215 60 R17', 'Lanvigator', 'Performax Ht'];\b215[/\s-]?60\s*R?\s*17\b;46091
47552;Lavigator;Comfort Ii;195;65;15;195 65 r15;;pneu 195 65 r15 Lavigator Comfort Ii;['195/65R15', '195 65 R15', 'Lavigator', 'Comfort Ii'];\b195[/\s-]?65\s*R?\s*15\b;47552
40696;Levorin;Duna Ii;120;80;18;120 80 r18;;pneu 120 80 r18 Levorin Duna Ii;['120/80R18', '120 80 R18', 'Levorin', 'Duna Ii'];\b120[/\s-]?80\s*R?\s*18\b;40696
48595;Levorin;Duna Ii Tl;110;90;17;110 90 r17;;pneu 110 90 r17 Levorin Duna Ii Tl;['110/90R17', '110 90 R17', 'Levorin', 'Duna Ii Tl'];\b110[/\s-]?90\s*R?\s*17\b;48595
43336;Levorin;Matrix Sport Ii;100;80;17;100 80 r17;;pneu 100 80 r17 Levorin Matrix Sport Ii;['100/80R17', '100 80 R17', 'Levorin', 'Matrix Sport Ii'];\b100[/\s-]?80\s*R?\s*17\b;43336
45019;Linglong;Crosswind A/T;265;70;17;265 70 r17;;pneu 265 70 r17 Linglong Crosswind A/T;['265/70R17', '265 70 R17', 'Linglong', 'Crosswind A/T'];\b265[/\s-]?70\s*R?\s*17\b;45019
45018;Linglong;Green-Max Van;215;75;16;215 75 r16;;pneu 215 75 r16 Linglong Green-Max Van;['215/75R16', '215 75 R16', 'Linglong', 'Green-Max Van'];\b215[/\s-]?75\s*R?\s*16\b;45018
48412;Linglong;Grip Master C/S;255;55;20;255 55 r20;;pneu 255 55 r20 Linglong Grip Master C/S;['255/55R20', '255 55 R20', 'Linglong', 'Grip Master C/S'];\b255[/\s-]?55\s*R?\s*20\b;48412
11105;Linglong;Llf86;215;75;17;215 75 r17;;pneu 215 75 r17 Linglong Llf86;['215/75R17', '215 75 R17', 'Linglong', 'Llf86'];\b215[/\s-]?75\s*R?\s*17\b;11105
47814;Luistone;Dk365 Ht;215;55;18;215 55 r18;;pneu 215 55 r18 Luistone Dk365 Ht;['215/55R18', '215 55 R18', 'Luistone', 'Dk365 Ht'];\b215[/\s-]?55\s*R?\s*18\b;47814
43532;Magnum;Giornata;205;60;16;205 60 r16;;pneu 205 60 r16 Magnum Giornata;['205/60R16', '205 60 R16', 'Magnum', 'Giornata'];\b205[/\s-]?60\s*R?\s*16\b;43532
43695;Massimo Tyre;Ottima Plus;185;60;15;185 60 r15;;pneu 185 60 r15 Massimo Tyre Ottima Plus;['185/60R15', '185 60 R15', 'Massimo Tyre', 'Ottima Plus'];\b185[/\s-]?60\s*R?\s*15\b;43695
48641;Maxtrek;Maximus M1;195;60;15;195 60 r15;;pneu 195 60 r15 Maxtrek Maximus M1;['195/60R15', '195 60 R15', 'Maxtrek', 'Maximus M1'];\b195[/\s-]?60\s*R?\s*15\b;48641
48632;Maxtrek;Maximus M2;195;65;15;195 65 r15;;pneu 195 65 r15 Maxtrek Maximus M2;['195/65R15', '195 65 R15', 'Maxtrek', 'Maximus M2'];\b195[/\s-]?65\s*R?\s*15\b;48632
43708;Mazzini;Eco307;195;70;14;195 70 r14;;pneu 195 70 r14 Mazzini Eco307;['195/70R14', '195 70 R14', 'Mazzini', 'Eco307'];\b195[/\s-]?70\s*R?\s*14\b;43708
44629;Mazzini;Eco603 Xl;195;55;16;195 55 r16;;pneu 195 55 r16 Mazzini Eco603 Xl;['195/55R16', '195 55 R16', 'Mazzini', 'Eco603 Xl'];\b195[/\s-]?55\s*R?\s*16\b;44629
45843;Mazzini;Ecosaver Ht;265;70;16;265 70 r16;;pneu 265 70 r16 Mazzini Ecosaver Ht;['265/70R16', '265 70 R16', 'Mazzini', 'Ecosaver Ht'];\b265[/\s-]?70\s*R?\s*16\b;45843
38766;Mazzini;Varenna S01;235;50;19;235 50 r19;;pneu 235 50 r19 Mazzini Varenna S01;['235/50R19', '235 50 R19', 'Mazzini', 'Varenna S01'];\b235[/\s-]?50\s*R?\s*19\b;38766
3297;Michelin;Agilis;225;75;16;225 75 r16;;pneu 225 75 r16 Michelin Agilis;['225/75R16', '225 75 R16', 'Michelin', 'Agilis'];\b225[/\s-]?75\s*R?\s*16\b;3297
19455;Michelin;Agilis 3;205;70;15;205 70 r15;;pneu 205 70 r15 Michelin Agilis 3;['205/70R15', '205 70 R15', 'Michelin', 'Agilis 3'];\b205[/\s-]?70\s*R?\s*15\b;19455
37853;Michelin;Agilis 3;205;75;16;205 75 r16;;pneu 205 75 r16 Michelin Agilis 3;['205/75R16', '205 75 R16', 'Michelin', 'Agilis 3'];\b205[/\s-]?75\s*R?\s*16\b;37853
35709;Michelin;Agilis 3;225;65;16;225 65 r16;;pneu 225 65 r16 Michelin Agilis 3;['225/65R16', '225 65 R16', 'Michelin', 'Agilis 3'];\b225[/\s-]?65\s*R?\s*16\b;35709
37680;Michelin;Energy Xm2;185;65;15;185 65 r15;;pneu 185 65 r15 Michelin Energy Xm2;['185/65R15', '185 65 R15', 'Michelin', 'Energy Xm2'];\b185[/\s-]?65\s*R?\s*15\b;37680
9639;Michelin;Energy Xm2;195;55;15;195 55 r15;;pneu 195 55 r15 Michelin Energy Xm2;['195/55R15', '195 55 R15', 'Michelin', 'Energy Xm2'];\b195[/\s-]?55\s*R?\s*15\b;9639
5197;Michelin;Energy Xm2;195;60;15;195 60 r15;;pneu 195 60 r15 Michelin Energy Xm2;['195/60R15', '195 60 R15', 'Michelin', 'Energy Xm2'];\b195[/\s-]?60\s*R?\s*15\b;5197
46467;Michelin;Energy Xm2;205;60;15;205 60 r15;;pneu 205 60 r15 Michelin Energy Xm2;['205/60R15', '205 60 R15', 'Michelin', 'Energy Xm2'];\b205[/\s-]?60\s*R?\s*15\b;46467
20153;Michelin;Ltx Force;205;60;16;205 60 r16;;pneu 205 60 r16 Michelin Ltx Force;['205/60R16', '205 60 R16', 'Michelin', 'Ltx Force'];\b205[/\s-]?60\s*R?\s*16\b;20153
36182;Michelin;Ltx Force;205;65;15;205 65 r15;;pneu 205 65 r15 Michelin Ltx Force;['205/65R15', '205 65 R15', 'Michelin', 'Ltx Force'];\b205[/\s-]?65\s*R?\s*15\b;36182
40951;Michelin;Ltx Force;205;70;15;205 70 r15;;pneu 205 70 r15 Michelin Ltx Force;['205/70R15', '205 70 R15', 'Michelin', 'Ltx Force'];\b205[/\s-]?70\s*R?\s*15\b;40951
45073;Michelin;Ltx Force;215;65;16;215 65 r16;;pneu 215 65 r16 Michelin Ltx Force;['215/65R16', '215 65 R16', 'Michelin', 'Ltx Force'];\b215[/\s-]?65\s*R?\s*16\b;45073
40025;Michelin;Ltx Force;225;60;18;225 60 r18;;pneu 225 60 r18 Michelin Ltx Force;['225/60R18', '225 60 R18', 'Michelin', 'Ltx Force'];\b225[/\s-]?60\s*R?\s*18\b;40025
43749;Michelin;Ltx Force;225;65;17;225 65 r17;;pneu 225 65 r17 Michelin Ltx Force;['225/65R17', '225 65 R17', 'Michelin', 'Ltx Force'];\b225[/\s-]?65\s*R?\s*17\b;43749
39938;Michelin;Ltx Force;265;60;18;265 60 r18;;pneu 265 60 r18 Michelin Ltx Force;['265/60R18', '265 60 R18', 'Michelin', 'Ltx Force'];\b265[/\s-]?60\s*R?\s*18\b;39938
16112;Michelin;Ltx Force;265;70;16;265 70 r16;;pneu 265 70 r16 Michelin Ltx Force;['265/70R16', '265 70 R16', 'Michelin', 'Ltx Force'];\b265[/\s-]?70\s*R?\s*16\b;16112
43810;Michelin;Ltx Trail;235;45;19;235 45 r19;;pneu 235 45 r19 Michelin Ltx Trail;['235/45R19', '235 45 R19', 'Michelin', 'Ltx Trail'];\b235[/\s-]?45\s*R?\s*19\b;43810
43512;Michelin;Ltx Trail;265;65;17;265 65 r17;;pneu 265 65 r17 Michelin Ltx Trail;['265/65R17', '265 65 R17', 'Michelin', 'Ltx Trail'];\b265[/\s-]?65\s*R?\s*17\b;43512
43759;Michelin;Ltx Trail St;265;60;18;265 60 r18;;pneu 265 60 r18 Michelin Ltx Trail St;['265/60R18', '265 60 R18', 'Michelin', 'Ltx Trail St'];\b265[/\s-]?60\s*R?\s*18\b;43759
35869;Michelin;Pilot Sport 4 Suv;225;60;18;225 60 r18;;pneu 225 60 r18 Michelin Pilot Sport 4 Suv;['225/60R18', '225 60 R18', 'Michelin', 'Pilot Sport 4 Suv'];\b225[/\s-]?60\s*R?\s*18\b;35869
48545;Michelin;Primacy 3;225;50;17;225 50 r17;;pneu 225 50 r17 Michelin Primacy 3;['225/50R17', '225 50 R17', 'Michelin', 'Primacy 3'];\b225[/\s-]?50\s*R?\s*17\b;48545
31994;Michelin;Primacy 4;195;65;15;195 65 r15;;pneu 195 65 r15 Michelin Primacy 4;['195/65R15', '195 65 R15', 'Michelin', 'Primacy 4'];\b195[/\s-]?65\s*R?\s*15\b;31994
38763;Michelin;Primacy 4;205;50;17;205 50 r17;;pneu 205 50 r17 Michelin Primacy 4;['205/50R17', '205 50 R17', 'Michelin', 'Primacy 4'];\b205[/\s-]?50\s*R?\s*17\b;38763
26465;Michelin;Primacy 4;205;55;16;205 55 r16;;pneu 205 55 r16 Michelin Primacy 4;['205/55R16', '205 55 R16', 'Michelin', 'Primacy 4'];\b205[/\s-]?55\s*R?\s*16\b;26465
40229;Michelin;Primacy 4;205;60;16;205 60 r16;;pneu 205 60 r16 Michelin Primacy 4;['205/60R16', '205 60 R16', 'Michelin', 'Primacy 4'];\b205[/\s-]?60\s*R?\s*16\b;40229
33412;Michelin;Primacy 4;215;50;17;215 50 r17;;pneu 215 50 r17 Michelin Primacy 4;['215/50R17', '215 50 R17', 'Michelin', 'Primacy 4'];\b215[/\s-]?50\s*R?\s*17\b;33412
35437;Michelin;Primacy 4;215;55;17;215 55 r17;;pneu 215 55 r17 Michelin Primacy 4;['215/55R17', '215 55 R17', 'Michelin', 'Primacy 4'];\b215[/\s-]?55\s*R?\s*17\b;35437
40774;Michelin;Primacy 4;215;60;17;215 60 r17;;pneu 215 60 r17 Michelin Primacy 4;['215/60R17', '215 60 R17', 'Michelin', 'Primacy 4'];\b215[/\s-]?60\s*R?\s*17\b;40774
28049;Michelin;Primacy 4;225;45;17;225 45 r17;;pneu 225 45 r17 Michelin Primacy 4;['225/45R17', '225 45 R17', 'Michelin', 'Primacy 4'];\b225[/\s-]?45\s*R?\s*17\b;28049
27441;Michelin;Primacy 4;225;50;17;225 50 r17;;pneu 225 50 r17 Michelin Primacy 4;['225/50R17', '225 50 R17', 'Michelin', 'Primacy 4'];\b225[/\s-]?50\s*R?\s*17\b;27441
43758;Michelin;Primacy 4;225;50;17;225 50 r17;;pneu 225 50 r17 Michelin Primacy 4;['225/50R17', '225 50 R17', 'Michelin', 'Primacy 4'];\b225[/\s-]?50\s*R?\s*17\b;43758
24580;Michelin;Primacy 4;235;55;17;235 55 r17;;pneu 235 55 r17 Michelin Primacy 4;['235/55R17', '235 55 R17', 'Michelin', 'Primacy 4'];\b235[/\s-]?55\s*R?\s*17\b;24580
39112;Michelin;Primacy 4+;235;45;18;235 45 r18;;pneu 235 45 r18 Michelin Primacy 4+;['235/45R18', '235 45 R18', 'Michelin', 'Primacy 4+'];\b235[/\s-]?45\s*R?\s*18\b;39112
44072;Michelin;Primacy 4+;235;55;18;235 55 r18;;pneu 235 55 r18 Michelin Primacy 4+;['235/55R18', '235 55 R18', 'Michelin', 'Primacy 4+'];\b235[/\s-]?55\s*R?\s*18\b;44072
27497;Michelin;Xl Tl Primacy 4 Mi;185;60;15;185 60 r15;;pneu 185 60 r15 Michelin Xl Tl Primacy 4 Mi;['185/60R15', '185 60 R15', 'Michelin', 'Xl Tl Primacy 4 Mi'];\b185[/\s-]?60\s*R?\s*15\b;27497
40706;Michelin;Xlt A/S;265;70;16;265 70 r16;;pneu 265 70 r16 Michelin Xlt A/S;['265/70R16', '265 70 R16', 'Michelin', 'Xlt A/S'];\b265[/\s-]?70\s*R?\s*16\b;40706
